author_match_flag,site_id,mpa_name,year,sample_event,treatment_zone,lat,lon,dist_to_deep_water,ssta_freq,reef_exposure,x3a_exposure_exposed_and_semi_exposed,x3b_exposure_semi_exposed_and_sheltered,reef_slope,x4a_slope_flat_and_slope,x4b_slope_wall_and_slope,reef_type,x5a_type_patch_and_fringing,x5b_type_fringing_and_barrier,x5c_type_barrier_and_atoll,dist_mangroves,dist_fish_settl,dist_market,pollution_risk,monsoon_direction,biomass_ecological,biomass_fisheries,treated_mpa
matched,R4B1,Control,2014,RH0456,Control,-0.096083013,130.134181,0,21,Exposed,1,0,Slope,1,1,Fringing,1,1,0,3341.27,15630,157345.15,Medium,NW,207.6699535,33.92995556,Control (non‑MPA)
matched,R4B2,Control,2014,RH0457,Control,-0.092446022,130.179984,0,22,Exposed,1,0,Slope,1,1,Fringing,1,1,0,3721.62,11958.88,156577.91,Low,NW,118.7023165,33.52356129,Control (non‑MPA)
matched,R4B3,Control,2014,RH0455,Control,-0.034637963,130.096372,0,18,Exposed,1,0,Slope,1,1,Fringing,1,1,0,9037.61,25563.15,167463.35,Low,SE,349.2569739,78.04970615,Control (non‑MPA)
matched,R4B4,Control,2014,RH0453,Control,0.026883027,130.07857,0,25,Exposed,1,0,Slope,1,1,Fringing,1,1,0,4211.5,28645.26,175972.07,Low,SE,174.0882378,62.72522133,Control (non‑MPA)
matched,L019,Control,2012,RH0326,Control,-0.91,130.43,0,33,Exposed,1,0,Flat,1,0,Fringing,1,1,0,178.133446,27140.21473,91406.70042,Low,NW,153.8330256,23.67193208,Control (non‑MPA)
dropped,A020,Control,2010,RH0171,Control,0.53,130.73,0,23,Exposed,1,0,Slope,1,1,Fringing,1,1,0,44312.53994,37560.29529,190087.55,Low,SE,243.7139046,137.7551928,Control (non‑MPA)
dropped,A024,Control,2010,RH0169,Control,0.53,130.73,0,23,Exposed,1,0,Slope,1,1,Fringing,1,1,0,44312.53994,37560.29529,188199.01,Low,SE,456.3488143,111.5273236,Control (non‑MPA)
dropped,L022,Control,2012,RH0329,Control,-0.9,131.18,4092.593297,30,Exposed,1,0,Flat,1,0,Fringing,1,1,0,645.493595,7101.444863,8606.624873,Medium,SE,5848.792386,38.2460499,Control (non‑MPA)
dropped,R4035,Control,2012,RH0376,Control,-0.73,130.24,507.395344,19,Semi-exposed,1,1,Slope,1,1,Fringing,1,1,0,6258.913628,10027.59,113447.1583,Low,SE,199.7142836,105.9745059,Control (non‑MPA)
dropped,R4044,Control,2012,RH0386,Control,-0.77,129.79,948.701167,31,Exposed,1,0,Slope,1,1,Fringing,1,1,0,42361.17842,39436.62,162860.8535,Low,SE,66.67373783,40.88148881,Control (non‑MPA)
dropped,R4045,Control,2012,RH0384,Control,-0.78,129.8,1145.097972,29,Exposed,1,0,Slope,1,1,Fringing,1,1,0,41321.80861,39789.59,161680.7881,Low,SE,3263.541183,113.5078587,Control (non‑MPA)
dropped,M018,Control,2014,RH0423,Control,-0.375238,131.130809,1913.34,29,Exposed,1,0,Slope,1,1,Barrier,0,1,1,5530.28,9120.28,56869.22,Medium,NW,64.12642964,36.59595149,Control (non‑MPA)
dropped,M024,Control,2014,RH0422,Control,-0.384108005,131.111599,1821.61,28,Exposed,1,0,Slope,1,1,Barrier,0,1,1,6707.72,7962.5,56337.18,Medium,NW,289.6668224,161.1476848,Control (non‑MPA)
dropped,R4018,Control,2012,RH0349,Control,-0.32,130.23,651.165465,27,Semi-exposed,1,1,Wall,0,1,Fringing,1,1,0,19.381876,1834.848984,128655.232,Low,SE,200.7326223,190.306605,Control (non‑MPA)
dropped,R4033,Control,2012,RH0363,Control,-0.67,130.25,463.449047,22,Semi-exposed,1,1,Flat,1,0,Fringing,1,1,0,2539.529494,5309.97,113430.5127,Low,SE,215.4008466,61.28005775,Control (non‑MPA)
dropped,R4038,Control,2012,RH0377,Control,-0.73,130.22,279.711673,19,Semi-exposed,1,1,Slope,1,1,Fringing,1,1,0,8370.77,11654.86,115653.3996,Low,SE,138.835657,180.8845878,Control (non‑MPA)
dropped,R4039,Control,2012,RH0379,Control,-0.73,130.13,646.516863,24,Semi-exposed,1,1,Flat,1,0,Fringing,1,1,0,17357.03,20261.93,125589.8298,Low,SE,383.5472433,57.73848289,Control (non‑MPA)
dropped,R4040,Control,2012,RH0380,Control,-0.47,129.9,0,3,Exposed,1,0,Slope,1,1,Fringing,1,1,0,35808.31019,3423.021762,156552.3821,Medium,NW,96.97576208,30.48748325,Control (non‑MPA)
dropped,R4041,Control,2012,RH0382,Control,-0.5,129.88,954.125829,14,Exposed,1,0,Slope,1,1,Fringing,1,1,0,39283.5513,7830.87,157804.04,Medium,NW,152.7562192,77.4881305,Control (non‑MPA)
dropped,R4042,Control,2012,RH0381,Control,-0.46,129.85,813.43883,3,Exposed,1,0,Slope,1,1,Fringing,1,1,0,45401.14,13832.09,164244.28,Medium,SE,127.3771985,88.64876414,Control (non‑MPA)
dropped,R4043,Control,2012,RH0383,Control,-0.48,129.86,1304.249823,1,Exposed,1,0,Slope,1,1,Fringing,1,1,0,42911.9,11342.85,161755.04,Medium,SE,65.17833299,54.42877477,Control (non‑MPA)
dropped,R4047,Control,2012,RH0388,Control,-1.67,129.86,1318.966094,24,Semi-exposed,1,1,Slope,1,1,Fringing,1,1,0,0,105234.1,188180.31,Low,SE,34.15762479,73.6694849,Control (non‑MPA)
dropped,R4049,Control,2012,RH0391,Control,-1.48,130.21,1362.336071,33,Semi-exposed,1,1,Slope,1,1,Fringing,1,1,0,2994.89,83134.91,146041.74,Low,SE,40.58534786,196.096195,Control (non‑MPA)
dropped,R4050,Control,2012,RH0392,Control,-1.44,130.33,3683.978265,32,Semi-exposed,1,1,Slope,1,1,Fringing,1,1,0,7490.583289,70684.96,133253.75,Low,SE,90.81176043,33.3583849,Control (non‑MPA)
dropped,R4051,Control,2012,RH0389,Control,-1.44,130.29,453.34648,36,Semi-exposed,1,1,Slope,1,1,Fringing,1,1,0,3784.451634,73102.64,137180.74,Low,SE,143.0478453,15.53371042,Control (non‑MPA)
dropped,R4052,Control,2012,RH0393,Control,-1.36,130.23,0,37,Semi-exposed,1,1,Slope,1,1,Fringing,1,1,0,49.722918,70382.31,134460.41,Low,SE,67.95796618,22.19454732,Control (non‑MPA)
dropped,R4053,Control,2012,RH0390,Control,-1.37,130.24,276.858661,36,Semi-exposed,1,1,Slope,1,1,Fringing,1,1,0,884.273809,70382.31,134516.99,Low,SE,120.638726,11.40431219,Control (non‑MPA)
matched,W001,Wayag,2012,RH0304,NTZ,0.1,130.23,1488.537777,34,Exposed,1,0,Slope,1,1,Fringing,1,1,0,16188.2,26057.7,189817.41,Low,SE,136.1954752,8.352666822,MPA site
matched,W005,Wayag,2012,RH0300,NTZ,0.18,130.05,2504.288977,32,Exposed,1,0,Slope,1,1,Fringing,1,1,0,24187.53,44248.86,201131.22,Low,SE,512.8537382,86.89754855,MPA site
matched,W007,Wayag,2012,RH0302,NTZ,0.15,130.06,2795.575101,24,Exposed,1,0,Slope,1,1,Fringing,1,1,0,16750.8406,39758.22868,193394.59,Low,SE,28.84890047,23.20629927,MPA site
matched,W008,Wayag,2012,RH0306,USE,0.1,130.23,1488.537777,34,Exposed,1,0,Slope,1,1,Fringing,1,1,0,14724.2625,25650.79482,188420.97,Low,SE,94.79448656,9.484106043,MPA site
matched,W009,Wayag,2012,RH0305,NTZ,0.13,130.06,1537.80329,23,Exposed,1,0,Slope,1,1,Fringing,1,1,0,14737.74799,38104.00396,191056.04,Low,SE,197.5790643,26.9975304,MPA site
matched,W013,Wayag,2012,RH0301,NTZ,0.15,130.05,2185.380397,25,Exposed,1,0,Slope,1,1,Fringing,1,1,0,17212.93049,40489.84324,193432.49,Low,SE,197.4828759,149.7415373,MPA site
matched,W015,Wayag,2012,RH0310,USE,0.14,130.12,414.059462,27,Exposed,1,0,Slope,1,1,Fringing,1,1,0,14155.37069,34854.67791,192352.8,Low,SE,400.6913545,37.15969482,MPA site
matched,W019,Wayag,2012,RH0299,USE,0.17,130.01,2747.806516,28,Exposed,1,0,Slope,1,1,Fringing,1,1,0,21270.91215,45139.97678,196518.28,Low,NW,784.9956909,55.67859423,MPA site
matched,W021,Wayag,2012,RH0309,USE,0.14,130.14,273.47353,28,Exposed,1,0,Slope,1,1,Fringing,1,1,0,14177.20202,33683.59585,192622.64,Low,NW,48.52078224,1.479279201,MPA site
